Order_Month,customerNumber,country,productLine,productName,Purchase_count,Total_Spent
June,362,USA,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,3400
November,324,UK,"Classic Cars","1982 Camaro Z28",1,3399
November,324,UK,"Trucks and Buses","1962 Volkswagen Microbus",1,3399
November,486,USA,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,3398
January,458,Spain,"Vintage Cars","1932 Model A Ford J-Coupe",1,3398
December,141,Spain,"Trucks and Buses","1980â€™s GM Manhattan Express",1,3396
October,452,Austria,"Classic Cars","1982 Camaro Z28",1,3393
February,141,Spain,"Classic Cars","1969 Chevrolet Camaro Z28",1,3390
February,278,Italy,Planes,"America West Airlines B757-200",1,3390
November,124,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,3390
December,151,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,3390
August,124,USA,"Classic Cars","1998 Chrysler Plymouth Prowler",1,3389
February,119,France,Motorcycles,"2002 Yamaha YZR M1",1,3389
July,124,USA,"Classic Cars","1992 Ferrari 360 Spider red",1,3387
August,157,USA,"Classic Cars","1992 Ferrari 360 Spider red",1,3387
June,201,UK,"Classic Cars","1993 Mazda RX-7",1,3386
August,320,USA,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,3384
November,144,Sweden,"Classic Cars","1962 LanciaA Delta 16V",1,3380
December,282,Australia,Planes,"F/A 18 Hornet 1/72",1,3379
March,462,USA,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,3376
February,278,Italy,Planes,"American Airlines: MD-11S",1,3376
May,362,USA,Ships,"The Queen Mary",1,3376
November,131,USA,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,3376
May,412,"New Zealand","Classic Cars","1957 Corvette Convertible",1,3375
November,339,USA,"Vintage Cars","1913 Ford Model T Speedster",1,3374
October,124,USA,"Vintage Cars","1913 Ford Model T Speedster",1,3374
October,321,USA,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3374
May,386,Italy,Planes,"1900s Vintage Tri-Plane",1,3373
August,249,Italy,"Vintage Cars","1917 Maxwell Touring Car",1,3373
November,456,USA,"Classic Cars","1961 Chevrolet Impala",1,3372
March,146,France,"Classic Cars","1952 Citroen-15CV",1,3372
October,128,Germany,"Classic Cars","1968 Dodge Charger",1,3372
February,298,Switzerland,"Classic Cars","1948 Porsche 356-A Roadster",1,3366
July,471,Australia,"Classic Cars","1969 Dodge Super Bee",1,3365
January,205,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,3364
February,239,USA,Planes,"America West Airlines B757-200",1,3358
March,141,Spain,Planes,"1928 British Royal Navy Airplane",1,3358
March,141,Spain,Planes,"America West Airlines B757-200",1,3358
February,114,Australia,Motorcycles,"1997 BMW R 1100 S",1,3354
May,412,"New Zealand",Motorcycles,"1982 Ducati 900 Monster",1,3349
October,187,UK,Trains,"Collectable Wooden Train",1,3348
November,145,Denmark,Planes,"P-51-D Mustang",1,3345
July,157,USA,"Classic Cars","1969 Corvair Monza",1,3345
May,450,USA,Planes,"F/A 18 Hornet 1/72",1,3344
February,278,Italy,Planes,"F/A 18 Hornet 1/72",1,3344
March,412,"New Zealand","Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,3344
December,141,Spain,Ships,"18th century schooner",1,3343
June,324,UK,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,3339
January,146,France,"Classic Cars","1969 Corvair Monza",1,3339
February,145,Denmark,Trains,"Collectable Wooden Train",1,3334
November,398,Japan,Planes,"American Airlines: MD-11S",1,3332
November,181,USA,"Trucks and Buses","1962 Volkswagen Microbus",1,3328
May,406,France,"Classic Cars","1957 Corvette Convertible",1,3327
April,328,USA,Planes,"1928 British Royal Navy Airplane",1,3327
November,216,Spain,Ships,"The USS Constitution Ship",1,3325
January,205,USA,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3324
June,141,Spain,"Vintage Cars","1904 Buick Runabout",1,3321
November,187,UK,"Vintage Cars","1928 Mercedes-Benz SSK",1,3321
October,187,UK,"Vintage Cars","1904 Buick Runabout",1,3320
March,276,Australia,"Trucks and Buses","1940 Ford Pickup Truck",1,3316
May,455,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,3316
February,278,Italy,Ships,"1999 Yamaha Speed Boat",1,3315
February,141,Spain,"Classic Cars","1961 Chevrolet Impala",1,3314
October,128,Germany,"Classic Cars","1976 Ford Gran Torino",1,3313
July,250,France,Motorcycles,"1997 BMW R 1100 S",1,3313
May,458,Spain,"Trucks and Buses","1962 Volkswagen Microbus",1,3312
November,363,USA,"Vintage Cars","1913 Ford Model T Speedster",1,3310
January,121,Norway,"Trucks and Buses","1940 Ford Pickup Truck",1,3308
June,141,Spain,Trains,"Collectable Wooden Train",1,3307
February,114,Australia,Planes,"ATA: B757-300",1,3303
October,186,Finland,Planes,"F/A 18 Hornet 1/72",1,3302
February,124,USA,"Trucks and Buses","1957 Chevy Pickup",1,3299
November,240,UK,Ships,"HMS Bounty",1,3299
November,424,USA,"Classic Cars","1972 Alfa Romeo GTA",1,3298
February,141,Spain,"Vintage Cars","1928 Mercedes-Benz SSK",1,3296
August,205,USA,Motorcycles,"1997 BMW F650 ST",1,3296
November,187,UK,"Classic Cars","1949 Jaguar XK 120",1,3296
March,486,USA,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,3295
March,462,USA,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,3294
February,141,Spain,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,3292
December,141,Spain,"Classic Cars","1948 Porsche 356-A Roadster",1,3292
April,209,France,"Classic Cars","1952 Citroen-15CV",1,3288
December,211,"Hong Kong",Planes,"1928 British Royal Navy Airplane",1,3286
February,314,Belgium,"Vintage Cars","1904 Buick Runabout",1,3286
January,121,Norway,"Trucks and Buses","1958 Setra Bus",1,3284
June,198,USA,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,3284
December,496,"New Zealand",Ships,"1999 Yamaha Speed Boat",1,3284
June,151,USA,"Classic Cars","1992 Ferrari 360 Spider red",1,3278
January,146,France,"Vintage Cars","1904 Buick Runabout",1,3278
January,398,Japan,Ships,"The Mayflower",1,3277
March,146,France,"Vintage Cars","1917 Maxwell Touring Car",1,3274
March,141,Spain,Planes,"1980s Black Hawk Helicopter",1,3272
October,119,France,Ships,"The Queen Mary",1,3270
November,259,Germany,"Classic Cars","1968 Ford Mustang",1,3269
October,161,USA,Planes,"1900s Vintage Tri-Plane",1,3269
January,334,Finland,"Classic Cars","1961 Chevrolet Impala",1,3268
December,495,USA,"Trucks and Buses","1957 Chevy Pickup",1,3264
September,362,USA,"Classic Cars","1972 Alfa Romeo GTA",1,3264
August,260,Canada,"Classic Cars","1972 Alfa Romeo GTA",1,3264
January,141,Spain,"Classic Cars","1998 Chrysler Plymouth Prowler",1,3262
February,321,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,3262
November,319,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,3258
May,131,USA,Ships,"The Mayflower",1,3256
November,278,Italy,Planes,"1900s Vintage Bi-Plane",1,3255
September,148,Singapore,"Trucks and Buses","1940 Ford Pickup Truck",1,3253
June,324,UK,Ships,"The USS Constitution Ship",1,3253
February,119,France,Motorcycles,"1997 BMW F650 ST",1,3252
October,124,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,3248
April,209,France,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3247
August,260,Canada,Ships,"The Queen Mary",1,3246
August,320,USA,Ships,"1999 Yamaha Speed Boat",1,3245
July,250,France,Motorcycles,"1960 BSA Gold Star DBD34",1,3243
October,227,Denmark,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,3241
June,209,France,"Vintage Cars","1928 Mercedes-Benz SSK",1,3240
January,398,Japan,"Vintage Cars","1904 Buick Runabout",1,3239
October,256,France,"Classic Cars","1982 Camaro Z28",1,3237
October,321,USA,"Classic Cars","1976 Ford Gran Torino",1,3234
May,131,USA,Ships,"The Queen Mary",1,3233
February,145,Denmark,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,3232
October,128,Germany,"Classic Cars","1969 Dodge Super Bee",1,3231
December,141,Spain,"Classic Cars","1968 Ford Mustang",1,3230
September,379,USA,"Classic Cars","1969 Dodge Charger",1,3230
December,141,Spain,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,3230
July,119,France,Planes,"America West Airlines B757-200",1,3228
November,458,Spain,"Vintage Cars","1936 Chrysler Airflow",1,3228
November,240,UK,Ships,"The USS Constitution Ship",1,3227
August,260,Canada,Ships,"The USS Constitution Ship",1,3227
February,278,Italy,Planes,"1900s Vintage Bi-Plane",1,3223
April,311,Finland,"Classic Cars","1948 Porsche 356-A Roadster",1,3223
October,319,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,3222
August,204,USA,"Classic Cars","1961 Chevrolet Impala",1,3221
March,323,"New Zealand","Trucks and Buses","1980â€™s GM Manhattan Express",1,3220
September,186,Finland,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,3219
January,489,UK,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3217
July,124,USA,"Classic Cars","1948 Porsche 356-A Roadster",1,3216
October,161,USA,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,3215
February,298,Switzerland,"Classic Cars","1976 Ford Gran Torino",1,3215
February,124,USA,"Vintage Cars","1936 Chrysler Airflow",1,3214
February,141,Spain,"Trucks and Buses","1964 Mercedes Tour Bus",1,3214
November,129,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,3214
May,112,USA,"Vintage Cars","1917 Grand Touring Sedan",1,3213
November,471,Australia,"Vintage Cars","1917 Grand Touring Sedan",1,3213
March,173,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,3211
February,119,France,Planes,"American Airlines: B767-300",1,3210
October,448,Sweden,Ships,"1999 Yamaha Speed Boat",1,3205
November,458,Spain,"Classic Cars","1982 Camaro Z28",1,3204
January,311,Finland,Ships,"The Titanic",1,3201
November,486,USA,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,3200
February,321,USA,Ships,"18th century schooner",1,3200
December,447,USA,Planes,"F/A 18 Hornet 1/72",1,3199
April,406,France,Motorcycles,"1936 Harley Davidson El Knucklehead",1,3198
February,239,USA,Ships,"The Titanic",1,3197
March,323,"New Zealand","Trucks and Buses","1940s Ford truck",1,3196
March,124,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,3192
September,166,Singapore,"Vintage Cars","1932 Model A Ford J-Coupe",1,3192
November,167,"Norway  ","Classic Cars","1968 Dodge Charger",1,3190
December,357,"New Zealand",Motorcycles,"2002 Yamaha YZR M1",1,3189
November,363,USA,"Classic Cars","1948 Porsche 356-A Roadster",1,3188
July,124,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,3188
May,353,France,Motorcycles,"2002 Yamaha YZR M1",1,3186
March,323,"New Zealand","Trucks and Buses","1957 Chevy Pickup",1,3185
September,415,Germany,Planes,"American Airlines: B767-300",1,3184
November,124,USA,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3181
January,334,Finland,"Classic Cars","1969 Dodge Super Bee",1,3181
June,145,Denmark,"Vintage Cars","1937 Lincoln Berline",1,3179
August,157,USA,"Trucks and Buses","1958 Setra Bus",1,3178
March,276,Australia,"Vintage Cars","1913 Ford Model T Speedster",1,3177
May,450,USA,Planes,"America West Airlines B757-200",1,3176
February,114,Australia,Planes,"P-51-D Mustang",1,3176
June,362,USA,Motorcycles,"2002 Yamaha YZR M1",1,3174
October,187,UK,Ships,"The Titanic",1,3173
October,187,UK,Ships,"18th century schooner",1,3172
November,462,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,3172
June,357,"New Zealand","Classic Cars","1970 Triumph Spitfire",1,3171
November,320,USA,Ships,"18th century schooner",1,3171
August,298,Switzerland,"Classic Cars","1961 Chevrolet Impala",1,3169
May,382,Austria,"Classic Cars","1969 Dodge Charger",1,3169
May,119,France,"Trucks and Buses","1957 Chevy Pickup",1,3168
October,202,Canada,"Trucks and Buses","1964 Mercedes Tour Bus",1,3168
September,362,USA,Ships,"The Titanic",1,3167
November,242,France,"Classic Cars","1972 Alfa Romeo GTA",1,3166
December,129,USA,Motorcycles,"2002 Suzuki XREO",1,3163
April,148,Singapore,"Vintage Cars","1903 Ford Model A",1,3161
June,151,USA,"Classic Cars","1970 Triumph Spitfire",1,3160
July,157,USA,"Classic Cars","1970 Triumph Spitfire",1,3160
April,328,USA,Planes,"P-51-D Mustang",1,3158
February,333,Australia,Planes,"P-51-D Mustang",1,3158
June,233,Canada,"Classic Cars","1972 Alfa Romeo GTA",1,3158
September,166,Singapore,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3157
October,319,USA,Planes,"1900s Vintage Tri-Plane",1,3156
November,471,Australia,"Vintage Cars","1928 Mercedes-Benz SSK",1,3156
November,211,"Hong Kong",Planes,"P-51-D Mustang",1,3155
December,202,Canada,"Vintage Cars","1936 Chrysler Airflow",1,3150
November,181,USA,"Vintage Cars","1936 Chrysler Airflow",1,3150
June,166,Singapore,"Classic Cars","1962 LanciaA Delta 16V",1,3150
March,146,France,"Classic Cars","1969 Chevrolet Camaro Z28",1,3150
September,362,USA,Ships,"The USS Constitution Ship",1,3149
October,201,UK,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,3148
July,250,France,Motorcycles,"1996 Moto Guzzi 1100i",1,3147
January,146,France,Ships,"The Queen Mary",1,3146
November,131,USA,Motorcycles,"1997 BMW R 1100 S",1,3144
April,141,Spain,"Vintage Cars","1917 Maxwell Touring Car",1,3143
April,323,"New Zealand","Classic Cars","1961 Chevrolet Impala",1,3143
December,151,USA,"Classic Cars","1957 Ford Thunderbird",1,3143
November,124,USA,"Classic Cars","1949 Jaguar XK 120",1,3141
October,424,USA,"Vintage Cars","1913 Ford Model T Speedster",1,3141
May,103,France,"Classic Cars","1965 Aston Martin DB5",1,3138
April,450,USA,"Vintage Cars","1940 Ford Delivery Sedan",1,3135
April,496,"New Zealand",Motorcycles,"1997 BMW F650 ST",1,3132
March,448,Sweden,"Classic Cars","1948 Porsche 356-A Roadster",1,3132
May,450,USA,"Vintage Cars","1928 Ford Phaeton Deluxe",1,3130
February,119,France,Planes,"America West Airlines B757-200",1,3126
October,319,USA,Planes,"ATA: B757-300",1,3126
December,141,Spain,"Classic Cars","1957 Corvette Convertible",1,3125
December,496,"New Zealand",Ships,"18th century schooner",1,3124
August,320,USA,Planes,"American Airlines: B767-300",1,3124
November,496,"New Zealand",Planes,"F/A 18 Hornet 1/72",1,3120
September,249,Italy,"Classic Cars","1969 Corvair Monza",1,3118
March,173,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,3116
October,299,"Norway  ","Classic Cars","1992 Ferrari 360 Spider red",1,3116
November,398,Japan,Ships,"The USS Constitution Ship",1,3108
June,141,Spain,Planes,"ATA: B757-300",1,3107
February,239,USA,"Classic Cars","1995 Honda Civic",1,3107
December,151,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,3107
October,259,Germany,"Classic Cars","1995 Honda Civic",1,3107
October,319,USA,Planes,"America West Airlines B757-200",1,3106
August,286,USA,Motorcycles,"1997 BMW R 1100 S",1,3104
May,386,Italy,Planes,"1980s Black Hawk Helicopter",1,3103
April,496,"New Zealand",Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,3101
April,216,Spain,Ships,"The Titanic",1,3101
June,450,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,3100
May,450,USA,Motorcycles,"1997 BMW F650 ST",1,3097
December,250,France,"Vintage Cars","1932 Model A Ford J-Coupe",1,3097
April,114,Australia,Planes,"F/A 18 Hornet 1/72",1,3096
July,119,France,Planes,"F/A 18 Hornet 1/72",1,3096
February,145,Denmark,"Vintage Cars","1904 Buick Runabout",1,3095
November,211,"Hong Kong",Planes,"American Airlines: MD-11S",1,3095
October,186,Finland,Planes,"American Airlines: MD-11S",1,3095
February,141,Spain,"Classic Cars","2002 Chevy Corvette",1,3095
November,216,Spain,Ships,"The Queen Mary",1,3094
September,131,USA,"Classic Cars","1992 Ferrari 360 Spider red",1,3094
November,145,Denmark,Ships,"The Queen Mary",1,3087
October,319,USA,Planes,"1928 British Royal Navy Airplane",1,3087
January,311,Finland,Ships,"The Queen Mary",1,3087
July,124,USA,"Trucks and Buses","1957 Chevy Pickup",1,3086
October,202,Canada,"Trucks and Buses","1940s Ford truck",1,3085
November,363,USA,"Classic Cars","1993 Mazda RX-7",1,3083
February,321,USA,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,3083
November,278,Italy,"Vintage Cars","1928 Mercedes-Benz SSK",1,3081
November,278,Italy,Ships,"HMS Bounty",1,3080
December,202,Canada,"Vintage Cars","18th Century Vintage Horse Carriage",1,3079
October,119,France,Ships,"The Titanic",1,3074
November,131,USA,Motorcycles,"2002 Suzuki XREO",1,3073
October,186,Finland,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,3070
August,286,USA,Motorcycles,"1997 BMW F650 ST",1,3068
October,187,UK,Ships,"The Schooner Bluenose",1,3067
September,131,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,3066
November,242,France,Planes,"American Airlines: MD-11S",1,3065
January,311,Finland,Planes,"American Airlines: MD-11S",1,3065
September,276,Australia,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,3065
November,398,Japan,"Vintage Cars","1940 Ford Delivery Sedan",1,3064
February,119,France,Planes,"F/A 18 Hornet 1/72",1,3062
December,202,Canada,"Trucks and Buses","1958 Setra Bus",1,3062
July,161,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,3061
June,166,Singapore,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,3055
January,276,Australia,"Trucks and Buses","1940s Ford truck",1,3055
March,486,USA,"Classic Cars","1993 Mazda RX-7",1,3054
December,496,"New Zealand","Vintage Cars","1904 Buick Runabout",1,3054
November,167,"Norway  ","Classic Cars","1956 Porsche 356A Coupe",1,3054
September,415,Germany,Ships,"HMS Bounty",1,3047
December,495,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,3047
January,146,France,"Classic Cars","1969 Ford Falcon",1,3045
August,298,Switzerland,"Classic Cars","1970 Plymouth Hemi Cuda",1,3043
September,148,Singapore,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,3040
May,141,Spain,Motorcycles,"2002 Suzuki XREO",1,3037
November,144,Sweden,Trains,"Collectable Wooden Train",1,3033
April,145,Denmark,"Classic Cars","1968 Dodge Charger",1,3031
May,141,Spain,"Classic Cars","1970 Dodge Coronet",2,3030
May,455,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,3029
August,299,"Norway  ","Vintage Cars","1928 Ford Phaeton Deluxe",1,3027
May,233,Canada,"Classic Cars","1982 Camaro Z28",1,3026
June,175,USA,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,3026
June,141,Spain,"Vintage Cars","1937 Horch 930V Limousine",1,3024
March,124,USA,"Classic Cars","1969 Dodge Super Bee",1,3024
March,448,Sweden,Motorcycles,"1960 BSA Gold Star DBD34",1,3023
February,141,Spain,"Vintage Cars","1903 Ford Model A",1,3016
February,239,USA,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,3010
October,452,Austria,"Classic Cars","1962 LanciaA Delta 16V",1,3010
August,205,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,3007
January,320,USA,Motorcycles,"2002 Yamaha YZR M1",1,3007
July,124,USA,"Classic Cars","1969 Dodge Charger",1,3006
March,452,Austria,"Vintage Cars","18th Century Vintage Horse Carriage",1,3006
February,145,Denmark,"Vintage Cars","1903 Ford Model A",1,3005
November,424,USA,Ships,"The Queen Mary",1,3003
December,447,USA,Planes,"1928 British Royal Navy Airplane",1,3002
February,278,Italy,Planes,"1928 British Royal Navy Airplane",1,3002
January,334,Finland,"Classic Cars","1976 Ford Gran Torino",1,2999
November,240,UK,Planes,"American Airlines: MD-11S",1,2997
November,278,Italy,Planes,"1900s Vintage Tri-Plane",1,2991
July,282,Australia,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2989
January,347,USA,Ships,"HMS Bounty",1,2987
August,286,USA,Motorcycles,"2002 Yamaha YZR M1",1,2983
